0,9
18,6
6,41
8,18
9,24
12,19
15,19
18,11
21,12
0,5
6,10
8,10
9,11
11,17
12,27
15,28
16,28
18,14
21,6
6,20
9,14
12,15
15,9
17,7
17,5
18,5
0,4
6,5
9,7
12,18
15,10
21,9
0,6
6,11
9,13
12,6
15,6
18,8
21,9
6,31
9,24
12,15
15,8
18,6
21,13
0,9
6,126
9,12
12,9
21,7
0,8
6,8
9,6
12,11
15,12
18,9
