0,53
18,43
6,120
8,112
9,117
12,70
15,67
18,54
21,37
0,37
6,58
8,84
9,106
11,93
12,104
15,93
16,93
18,57
21,37
6,58
9,55
12,64
15,54
17,49
17,48
18,44
0,27
6,47
9,62
12,76
15,64
21,37
0,44
6,36
9,50
12,40
15,34
18,32
21,33
6,56
9,60
12,49
15,43
18,44
21,41
0,43
6,61
9,35
12,32
21,40
0,56
6,39
9,34
12,45
15,61
18,64
