0,30
18,27
6,150
8,94
9,104
12,70
15,74
18,39
21,31
0,22
6,74
8,92
9,93
11,106
12,112
15,122
16,122
18,53
21,40
6,74
9,48
12,49
15,34
17,35
17,21
18,28
0,19
6,34
9,61
12,60
15,34
21,21
0,26
6,37
9,65
12,46
15,48
18,42
21,54
6,98
9,99
12,64
15,41
18,30
21,54
0,37
6,242
9,36
12,27
21,25
0,39
6,44
9,32
12,42
15,34
18,33
